año,carrera,circuito,piloto,equipo,posicion_parrilla,posicion_final,puntos,estado,tiempo,pais,formato
2024,Belgian Grand Prix,Spa-Francorchamps,LEC,Ferrari,1.0,3.0,15.0,Finished,0 days 00:00:08.023000,,
2024,Belgian Grand Prix,Spa-Francorchamps,VER,Red Bull Racing,11.0,4.0,12.0,Finished,0 days 00:00:08.700000,,
2024,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,4.0,5.0,10.0,Finished,0 days 00:00:09.324000,,
2024,Belgian Grand Prix,Spa-Francorchamps,SAI,Ferrari,7.0,6.0,8.0,Finished,0 days 00:00:19.269000,,
2024,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,2.0,7.0,7.0,Finished,0 days 00:00:42.669000,,
2024,Belgian Grand Prix,Spa-Francorchamps,ALO,Aston Martin,8.0,8.0,4.0,Finished,0 days 00:00:49.437000,,
2024,Belgian Grand Prix,Spa-Francorchamps,OCO,Alpine,9.0,9.0,2.0,Finished,0 days 00:00:52.026000,,
2024,Belgian Grand Prix,Spa-Francorchamps,RIC,RB,13.0,10.0,1.0,Finished,0 days 00:00:54.400000,,
2024,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,15.0,11.0,0.0,Finished,0 days 00:01:02.485000,,
2024,Belgian Grand Prix,Spa-Francorchamps,ALB,Williams,10.0,12.0,0.0,Finished,0 days 00:01:03.125000,,
2024,Belgian Grand Prix,Spa-Francorchamps,GAS,Alpine,12.0,13.0,0.0,Finished,0 days 00:01:03.839000,,
2024,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,17.0,14.0,0.0,Finished,0 days 00:01:06.105000,,
2024,Belgian Grand Prix,Spa-Francorchamps,BOT,Kick Sauber,14.0,15.0,0.0,Finished,0 days 00:01:10.112000,,
2024,Belgian Grand Prix,Spa-Francorchamps,TSU,RB,20.0,16.0,0.0,Finished,0 days 00:01:16.211000,,
2024,Belgian Grand Prix,Spa-Francorchamps,SAR,Williams,18.0,17.0,0.0,Finished,0 days 00:01:25.531000,,
2024,Belgian Grand Prix,Spa-Francorchamps,HUL,Haas F1 Team,16.0,18.0,0.0,Finished,0 days 00:01:28.307000,,
2024,Belgian Grand Prix,Spa-Francorchamps,ZHO,Kick Sauber,19.0,19.0,0.0,Retired,,,
2024,Belgian Grand Prix,Spa-Francorchamps,RUS,Mercedes,6.0,20.0,0.0,Disqualified,,,
2024,Dutch Grand Prix,Zandvoort,NOR,McLaren,1.0,1.0,26.0,Finished,0 days 01:30:45.519000,,
2024,Dutch Grand Prix,Zandvoort,VER,Red Bull Racing,2.0,2.0,18.0,Finished,0 days 00:00:22.896000,,
2024,Dutch Grand Prix,Zandvoort,LEC,Ferrari,6.0,3.0,15.0,Finished,0 days 00:00:25.439000,,
2024,Dutch Grand Prix,Zandvoort,PIA,McLaren,3.0,4.0,12.0,Finished,0 days 00:00:27.337000,,
2024,Dutch Grand Prix,Zandvoort,SAI,Ferrari,10.0,5.0,10.0,Finished,0 days 00:00:32.137000,,
2024,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,5.0,6.0,8.0,Finished,0 days 00:00:39.542000,,
2024,Dutch Grand Prix,Zandvoort,RUS,Mercedes,4.0,7.0,6.0,Finished,0 days 00:00:44.617000,,
2024,Dutch Grand Prix,Zandvoort,HAM,Mercedes,14.0,8.0,4.0,Finished,0 days 00:00:49.599000,,
2024,Dutch Grand Prix,Zandvoort,GAS,Alpine,9.0,9.0,2.0,Lapped,0 days 00:00:08.604000,,
2024,Dutch Grand Prix,Zandvoort,ALO,Aston Martin,7.0,10.0,1.0,Lapped,0 days 00:00:13.533000,,
2024,Dutch Grand Prix,Zandvoort,HUL,Haas F1 Team,12.0,11.0,0.0,Lapped,0 days 00:00:19.214000,,
2024,Dutch Grand Prix,Zandvoort,RIC,RB,13.0,12.0,0.0,Lapped,0 days 00:00:21.067000,,
2024,Dutch Grand Prix,Zandvoort,STR,Aston Martin,8.0,13.0,0.0,Lapped,0 days 00:00:25.712000,,
2024,Dutch Grand Prix,Zandvoort,ALB,Williams,19.0,14.0,0.0,Lapped,0 days 00:00:40.711000,,
2024,Dutch Grand Prix,Zandvoort,OCO,Alpine,15.0,15.0,0.0,Lapped,0 days 00:00:46.878000,,
2024,Dutch Grand Prix,Zandvoort,SAR,Williams,18.0,16.0,0.0,Lapped,0 days 00:01:04.539000,,
2024,Dutch Grand Prix,Zandvoort,TSU,RB,11.0,17.0,0.0,Lapped,0 days 00:01:05.146000,,
2024,Dutch Grand Prix,Zandvoort,MAG,Haas F1 Team,20.0,18.0,0.0,Lapped,0 days 00:01:05.707000,,
2024,Dutch Grand Prix,Zandvoort,BOT,Kick Sauber,16.0,19.0,0.0,Lapped,0 days 00:00:03.248000,,
2024,Dutch Grand Prix,Zandvoort,ZHO,Kick Sauber,17.0,20.0,0.0,Lapped,0 days 00:00:36.019000,,
2024,Italian Grand Prix,Monza,LEC,Ferrari,4.0,1.0,25.0,Finished,0 days 01:14:40.727000,,
2024,Italian Grand Prix,Monza,PIA,McLaren,2.0,2.0,18.0,Finished,0 days 00:00:02.664000,,
2024,Italian Grand Prix,Monza,NOR,McLaren,1.0,3.0,16.0,Finished,0 days 00:00:06.153000,,
2024,Italian Grand Prix,Monza,SAI,Ferrari,5.0,4.0,12.0,Finished,0 days 00:00:15.621000,,
2024,Italian Grand Prix,Monza,HAM,Mercedes,6.0,5.0,10.0,Finished,0 days 00:00:22.820000,,
2024,Italian Grand Prix,Monza,VER,Red Bull Racing,7.0,6.0,8.0,Finished,0 days 00:00:37.932000,,
2024,Italian Grand Prix,Monza,RUS,Mercedes,3.0,7.0,6.0,Finished,0 days 00:00:39.715000,,
2024,Italian Grand Prix,Monza,PER,Red Bull Racing,8.0,8.0,4.0,Finished,0 days 00:00:54.148000,,
2024,Italian Grand Prix,Monza,ALB,Williams,9.0,9.0,2.0,Finished,0 days 00:01:07.456000,,
2024,Italian Grand Prix,Monza,MAG,Haas F1 Team,13.0,10.0,1.0,Finished,0 days 00:01:08.302000,,
2024,Italian Grand Prix,Monza,ALO,Aston Martin,11.0,11.0,0.0,Finished,0 days 00:01:08.495000,,
2024,Italian Grand Prix,Monza,COL,Williams,18.0,12.0,0.0,Finished,0 days 00:01:21.308000,,
2024,Italian Grand Prix,Monza,RIC,RB,12.0,13.0,0.0,Finished,0 days 00:01:33.452000,,
2024,Italian Grand Prix,Monza,OCO,Alpine,15.0,14.0,0.0,Lapped,0 days 00:00:12.659000,,
2024,Italian Grand Prix,Monza,GAS,Alpine,14.0,15.0,0.0,Lapped,0 days 00:00:18.344000,,
2024,Italian Grand Prix,Monza,BOT,Kick Sauber,19.0,16.0,0.0,Lapped,0 days 00:00:27.211000,,
2024,Italian Grand Prix,Monza,HUL,Haas F1 Team,10.0,17.0,0.0,Lapped,0 days 00:00:30.870000,,
2024,Italian Grand Prix,Monza,ZHO,Kick Sauber,20.0,18.0,0.0,Lapped,0 days 00:00:40.055000,,
2024,Italian Grand Prix,Monza,STR,Aston Martin,17.0,19.0,0.0,Lapped,0 days 00:00:43.508000,,
2024,Italian Grand Prix,Monza,TSU,RB,16.0,20.0,0.0,Retired,,,
2024,Azerbaijan Grand Prix,Baku,PIA,McLaren,2.0,1.0,25.0,Finished,0 days 01:32:58.007000,,
2024,Azerbaijan Grand Prix,Baku,LEC,Ferrari,1.0,2.0,18.0,Finished,0 days 00:00:10.910000,,
2024,Azerbaijan Grand Prix,Baku,RUS,Mercedes,5.0,3.0,15.0,Finished,0 days 00:00:31.328000,,
2024,Azerbaijan Grand Prix,Baku,NOR,McLaren,15.0,4.0,13.0,Finished,0 days 00:00:36.143000,,
2024,Azerbaijan Grand Prix,Baku,VER,Red Bull Racing,6.0,5.0,10.0,Finished,0 days 00:01:17.098000,,
2024,Azerbaijan Grand Prix,Baku,ALO,Aston Martin,7.0,6.0,8.0,Finished,0 days 00:01:25.468000,,
2024,Azerbaijan Grand Prix,Baku,ALB,Williams,9.0,7.0,6.0,Finished,0 days 00:01:27.396000,,
2024,Azerbaijan Grand Prix,Baku,COL,Williams,8.0,8.0,4.0,Finished,0 days 00:01:29.541000,,
2024,Azerbaijan Grand Prix,Baku,HAM,Mercedes,19.0,9.0,2.0,Finished,0 days 00:01:32.401000,,
2024,Azerbaijan Grand Prix,Baku,BEA,Haas F1 Team,10.0,10.0,1.0,Finished,0 days 00:01:33.127000,,
2024,Azerbaijan Grand Prix,Baku,HUL,Haas F1 Team,12.0,11.0,0.0,Finished,0 days 00:01:33.465000,,
2024,Azerbaijan Grand Prix,Baku,GAS,Alpine,18.0,12.0,0.0,Finished,0 days 00:01:57.189000,,
2024,Azerbaijan Grand Prix,Baku,RIC,RB,14.0,13.0,0.0,Finished,0 days 00:02:26.907000,,
2024,Azerbaijan Grand Prix,Baku,ZHO,Kick Sauber,17.0,14.0,0.0,Finished,0 days 00:02:28.841000,,
2024,Azerbaijan Grand Prix,Baku,OCO,Alpine,20.0,15.0,0.0,Lapped,0 days 00:00:21.344000,,
2024,Azerbaijan Grand Prix,Baku,BOT,Kick Sauber,16.0,16.0,0.0,Lapped,0 days 00:00:25.395000,,
2024,Azerbaijan Grand Prix,Baku,PER,Red Bull Racing,4.0,17.0,0.0,Retired,,,
2024,Azerbaijan Grand Prix,Baku,SAI,Ferrari,3.0,18.0,0.0,Retired,,,
2024,Azerbaijan Grand Prix,Baku,STR,Aston Martin,13.0,19.0,0.0,Retired,,,
2024,Azerbaijan Grand Prix,Baku,TSU,RB,11.0,20.0,0.0,Retired,,,
2024,Singapore Grand Prix,Marina Bay,NOR,McLaren,1.0,1.0,25.0,Finished,0 days 01:40:52.571000,,
2024,Singapore Grand Prix,Marina Bay,VER,Red Bull Racing,2.0,2.0,18.0,Finished,0 days 00:00:20.945000,,
2024,Singapore Grand Prix,Marina Bay,PIA,McLaren,5.0,3.0,15.0,Finished,0 days 00:00:41.823000,,
2024,Singapore Grand Prix,Marina Bay,RUS,Mercedes,4.0,4.0,12.0,Finished,0 days 00:01:01.040000,,
2024,Singapore Grand Prix,Marina Bay,LEC,Ferrari,9.0,5.0,10.0,Finished,0 days 00:01:02.430000,,
2024,Singapore Grand Prix,Marina Bay,HAM,Mercedes,3.0,6.0,8.0,Finished,0 days 00:01:25.248000,,
2024,Singapore Grand Prix,Marina Bay,SAI,Ferrari,10.0,7.0,6.0,Finished,0 days 00:01:36.039000,,
2024,Singapore Grand Prix,Marina Bay,ALO,Aston Martin,7.0,8.0,4.0,Lapped,0 days 00:00:00.873000,,
2024,Singapore Grand Prix,Marina Bay,HUL,Haas F1 Team,6.0,9.0,2.0,Lapped,0 days 00:00:03.140000,,
2024,Singapore Grand Prix,Marina Bay,PER,Red Bull Racing,13.0,10.0,1.0,Lapped,0 days 00:00:04.624000,,
2024,Singapore Grand Prix,Marina Bay,COL,Williams,12.0,11.0,0.0,Lapped,0 days 00:00:06.284000,,
2024,Singapore Grand Prix,Marina Bay,TSU,RB,8.0,12.0,0.0,Lapped,0 days 00:00:08.792000,,
2024,Singapore Grand Prix,Marina Bay,OCO,Alpine,15.0,13.0,0.0,Lapped,0 days 00:00:44.005000,,
2024,Singapore Grand Prix,Marina Bay,STR,Aston Martin,17.0,14.0,0.0,Lapped,0 days 00:00:47.571000,,
2024,Singapore Grand Prix,Marina Bay,ZHO,Kick Sauber,20.0,15.0,0.0,Lapped,0 days 00:00:57.220000,,
2024,Singapore Grand Prix,Marina Bay,BOT,Kick Sauber,19.0,16.0,0.0,Lapped,0 days 00:00:57.829000,,
2024,Singapore Grand Prix,Marina Bay,GAS,Alpine,18.0,17.0,0.0,Lapped,0 days 00:00:59.059000,,
2024,Singapore Grand Prix,Marina Bay,RIC,RB,16.0,18.0,0.0,Lapped,0 days 00:01:29.796000,,
2024,Singapore Grand Prix,Marina Bay,MAG,Haas F1 Team,14.0,19.0,0.0,Retired,,,
2024,Singapore Grand Prix,Marina Bay,ALB,Williams,11.0,20.0,0.0,Retired,,,
2024,Mexico City Grand Prix,Mexico City,SAI,Ferrari,1.0,1.0,25.0,Finished,0 days 01:40:55.800000,,
2024,Mexico City Grand Prix,Mexico City,NOR,McLaren,3.0,2.0,18.0,Finished,0 days 00:00:04.705000,,
2024,Mexico City Grand Prix,Mexico City,LEC,Ferrari,4.0,3.0,16.0,Finished,0 days 00:00:34.387000,,
2024,Mexico City Grand Prix,Mexico City,HAM,Mercedes,6.0,4.0,12.0,Finished,0 days 00:00:44.780000,,
2024,Mexico City Grand Prix,Mexico City,RUS,Mercedes,5.0,5.0,10.0,Finished,0 days 00:00:48.536000,,
2024,Mexico City Grand Prix,Mexico City,VER,Red Bull Racing,2.0,6.0,8.0,Finished,0 days 00:00:59.558000,,
2024,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,7.0,7.0,6.0,Finished,0 days 00:01:03.642000,,
2024,Mexico City Grand Prix,Mexico City,PIA,McLaren,17.0,8.0,4.0,Finished,0 days 00:01:04.928000,,
2024,Mexico City Grand Prix,Mexico City,HUL,Haas F1 Team,10.0,9.0,2.0,Lapped,0 days 00:00:02.720000,,
2024,Mexico City Grand Prix,Mexico City,GAS,Alpine,8.0,10.0,1.0,Lapped,0 days 00:00:18.587000,,
2024,Mexico City Grand Prix,Mexico City,STR,Aston Martin,14.0,11.0,0.0,Lapped,0 days 00:00:25.072000,,
2024,Mexico City Grand Prix,Mexico City,COL,Williams,16.0,12.0,0.0,Lapped,0 days 00:00:37.497000,,
2024,Mexico City Grand Prix,Mexico City,OCO,Alpine,0.0,13.0,0.0,Lapped,0 days 00:00:39.663000,,
2024,Mexico City Grand Prix,Mexico City,BOT,Kick Sauber,15.0,14.0,0.0,Lapped,0 days 00:00:42.227000,,
2024,Mexico City Grand Prix,Mexico City,ZHO,Kick Sauber,19.0,15.0,0.0,Lapped,0 days 00:01:01.722000,,
2024,Mexico City Grand Prix,Mexico City,LAW,RB,12.0,16.0,0.0,Lapped,0 days 00:01:04.466000,,
2024,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,18.0,17.0,0.0,Lapped,0 days 00:01:13.284000,,
2024,Mexico City Grand Prix,Mexico City,ALO,Aston Martin,13.0,18.0,0.0,Retired,,,
2024,Mexico City Grand Prix,Mexico City,ALB,Williams,9.0,19.0,0.0,Retired,,,
2024,Mexico City Grand Prix,Mexico City,TSU,RB,11.0,20.0,0.0,Retired,,,
2024,Las Vegas Grand Prix,Las Vegas,RUS,Mercedes,1.0,1.0,25.0,Finished,0 days 01:22:05.969000,,
2024,Las Vegas Grand Prix,Las Vegas,HAM,Mercedes,10.0,2.0,18.0,Finished,0 days 00:00:07.313000,,
2024,Las Vegas Grand Prix,Las Vegas,SAI,Ferrari,2.0,3.0,15.0,Finished,0 days 00:00:11.906000,,
2024,Las Vegas Grand Prix,Las Vegas,LEC,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:14.283000,,
2024,Las Vegas Grand Prix,Las Vegas,VER,Red Bull Racing,5.0,5.0,10.0,Finished,0 days 00:00:16.582000,,
2024,Las Vegas Grand Prix,Las Vegas,NOR,McLaren,6.0,6.0,9.0,Finished,0 days 00:00:43.385000,,
2024,Las Vegas Grand Prix,Las Vegas,PIA,McLaren,8.0,7.0,6.0,Finished,0 days 00:00:51.365000,,
2024,Las Vegas Grand Prix,Las Vegas,HUL,Haas F1 Team,9.0,8.0,4.0,Finished,0 days 00:00:59.808000,,
2024,Las Vegas Grand Prix,Las Vegas,TSU,RB,7.0,9.0,2.0,Finished,0 days 00:01:02.808000,,
2024,Las Vegas Grand Prix,Las Vegas,PER,Red Bull Racing,15.0,10.0,1.0,Finished,0 days 00:01:03.114000,,
2024,Las Vegas Grand Prix,Las Vegas,ALO,Aston Martin,16.0,11.0,0.0,Finished,0 days 00:01:09.195000,,
2024,Las Vegas Grand Prix,Las Vegas,MAG,Haas F1 Team,12.0,12.0,0.0,Finished,0 days 00:01:09.803000,,
2024,Las Vegas Grand Prix,Las Vegas,ZHO,Kick Sauber,13.0,13.0,0.0,Finished,0 days 00:01:14.085000,,
2024,Las Vegas Grand Prix,Las Vegas,COL,Williams,20.0,14.0,0.0,Finished,0 days 00:01:15.172000,,
2024,Las Vegas Grand Prix,Las Vegas,STR,Aston Martin,18.0,15.0,0.0,Finished,0 days 00:01:24.102000,,
2024,Las Vegas Grand Prix,Las Vegas,LAW,RB,14.0,16.0,0.0,Finished,0 days 00:01:31.005000,,
2024,Las Vegas Grand Prix,Las Vegas,OCO,Alpine,11.0,17.0,0.0,Lapped,0 days 00:00:02.060000,,
2024,Las Vegas Grand Prix,Las Vegas,BOT,Kick Sauber,19.0,18.0,0.0,Lapped,0 days 00:00:11.285000,,
2024,Las Vegas Grand Prix,Las Vegas,ALB,Williams,17.0,19.0,0.0,Retired,,,
2024,Las Vegas Grand Prix,Las Vegas,GAS,Alpine,3.0,20.0,0.0,Retired,,,
2024,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,1.0,1.0,25.0,Finished,0 days 01:26:33.291000,,
2024,Abu Dhabi Grand Prix,Yas Island,SAI,Ferrari,3.0,2.0,18.0,Finished,0 days 00:00:05.832000,,
2024,Abu Dhabi Grand Prix,Yas Island,LEC,Ferrari,19.0,3.0,15.0,Finished,0 days 00:00:31.928000,,
2024,Abu Dhabi Grand Prix,Yas Island,HAM,Mercedes,16.0,4.0,12.0,Finished,0 days 00:00:36.483000,,
2024,Abu Dhabi Grand Prix,Yas Island,RUS,Mercedes,6.0,5.0,10.0,Finished,0 days 00:00:37.538000,,
2024,Abu Dhabi Grand Prix,Yas Island,VER,Red Bull Racing,4.0,6.0,8.0,Finished,0 days 00:00:49.847000,,
2024,Abu Dhabi Grand Prix,Yas Island,GAS,Alpine,5.0,7.0,6.0,Finished,0 days 00:01:12.560000,,
2024,Abu Dhabi Grand Prix,Yas Island,HUL,Haas F1 Team,7.0,8.0,4.0,Finished,0 days 00:01:15.554000,,
2024,Abu Dhabi Grand Prix,Yas Island,ALO,Aston Martin,8.0,9.0,2.0,Finished,0 days 00:01:22.373000,,
2024,Abu Dhabi Grand Prix,Yas Island,PIA,McLaren,2.0,10.0,1.0,Finished,0 days 00:01:23.821000,,
2024,Abu Dhabi Grand Prix,Yas Island,ALB,Williams,18.0,11.0,0.0,Lapped,0 days 00:00:11.251000,,
2024,Abu Dhabi Grand Prix,Yas Island,TSU,RB,11.0,12.0,0.0,Lapped,0 days 00:00:14.738000,,
2024,Abu Dhabi Grand Prix,Yas Island,ZHO,Kick Sauber,15.0,13.0,0.0,Lapped,0 days 00:00:17.304000,,
2024,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,13.0,14.0,0.0,Lapped,0 days 00:00:18.473000,,
2024,Abu Dhabi Grand Prix,Yas Island,DOO,Alpine,17.0,15.0,0.0,Lapped,0 days 00:00:26.555000,,
2024,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,14.0,16.0,0.0,Lapped,0 days 00:01:17.597000,,
2024,Abu Dhabi Grand Prix,Yas Island,LAW,RB,12.0,17.0,0.0,Retired,,,
2024,Abu Dhabi Grand Prix,Yas Island,BOT,Kick Sauber,9.0,18.0,0.0,Retired,,,
2024,Abu Dhabi Grand Prix,Yas Island,COL,Williams,20.0,19.0,0.0,Retired,,,
2024,Abu Dhabi Grand Prix,Yas Island,PER,Red Bull Racing,10.0,20.0,0.0,Retired,,,
2025,Australian Grand Prix,Melbourne,NOR,McLaren,1.0,1.0,25.0,Finished,0 days 01:42:06.304000,,
2025,Australian Grand Prix,Melbourne,VER,Red Bull Racing,3.0,2.0,18.0,Finished,0 days 00:00:00.895000,,
2025,Australian Grand Prix,Melbourne,RUS,Mercedes,4.0,3.0,15.0,Finished,0 days 00:00:08.481000,,
2025,Australian Grand Prix,Melbourne,ANT,Mercedes,16.0,4.0,12.0,Finished,0 days 00:00:10.135000,,
2025,Australian Grand Prix,Melbourne,ALB,Williams,6.0,5.0,10.0,Finished,0 days 00:00:12.773000,,
2025,Australian Grand Prix,Melbourne,STR,Aston Martin,13.0,6.0,8.0,Finished,0 days 00:00:17.413000,,
2025,Australian Grand Prix,Melbourne,HUL,Kick Sauber,17.0,7.0,6.0,Finished,0 days 00:00:18.423000,,
2025,Australian Grand Prix,Melbourne,LEC,Ferrari,7.0,8.0,4.0,Finished,0 days 00:00:19.826000,,
2025,Australian Grand Prix,Melbourne,PIA,McLaren,2.0,9.0,2.0,Finished,0 days 00:00:20.448000,,
2025,Australian Grand Prix,Melbourne,HAM,Ferrari,8.0,10.0,1.0,Finished,0 days 00:00:22.473000,,
2025,Australian Grand Prix,Melbourne,GAS,Alpine,9.0,11.0,0.0,Finished,0 days 00:00:26.502000,,
2025,Australian Grand Prix,Melbourne,TSU,Racing Bulls,5.0,12.0,0.0,Finished,0 days 00:00:29.884000,,
2025,Australian Grand Prix,Melbourne,OCO,Haas F1 Team,19.0,13.0,0.0,Finished,0 days 00:00:33.161000,,
2025,Australian Grand Prix,Melbourne,BEA,Haas F1 Team,20.0,14.0,0.0,Finished,0 days 00:00:40.351000,,
2025,Australian Grand Prix,Melbourne,LAW,Red Bull Racing,18.0,15.0,0.0,Retired,,,
2025,Australian Grand Prix,Melbourne,BOR,Kick Sauber,15.0,16.0,0.0,Retired,,,
2025,Australian Grand Prix,Melbourne,ALO,Aston Martin,12.0,17.0,0.0,Retired,,,
2025,Australian Grand Prix,Melbourne,SAI,Williams,10.0,18.0,0.0,Retired,,,
2025,Australian Grand Prix,Melbourne,DOO,Alpine,14.0,19.0,0.0,Retired,,,
2025,Australian Grand Prix,Melbourne,HAD,Racing Bulls,11.0,20.0,0.0,Retired,,,
2025,Japanese Grand Prix,Suzuka,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:22:06.983000,,
2025,Japanese Grand Prix,Suzuka,NOR,McLaren,2.0,2.0,18.0,Finished,0 days 00:00:01.423000,,
2025,Japanese Grand Prix,Suzuka,PIA,McLaren,3.0,3.0,15.0,Finished,0 days 00:00:02.129000,,
2025,Japanese Grand Prix,Suzuka,LEC,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:16.097000,,
2025,Japanese Grand Prix,Suzuka,RUS,Mercedes,5.0,5.0,10.0,Finished,0 days 00:00:17.362000,,
2025,Japanese Grand Prix,Suzuka,ANT,Mercedes,6.0,6.0,8.0,Finished,0 days 00:00:18.671000,,
2025,Japanese Grand Prix,Suzuka,HAM,Ferrari,8.0,7.0,6.0,Finished,0 days 00:00:29.182000,,
2025,Japanese Grand Prix,Suzuka,HAD,Racing Bulls,7.0,8.0,4.0,Finished,0 days 00:00:37.134000,,
2025,Japanese Grand Prix,Suzuka,ALB,Williams,9.0,9.0,2.0,Finished,0 days 00:00:40.367000,,
2025,Japanese Grand Prix,Suzuka,BEA,Haas F1 Team,10.0,10.0,1.0,Finished,0 days 00:00:54.529000,,
2025,Japanese Grand Prix,Suzuka,ALO,Aston Martin,12.0,11.0,0.0,Finished,0 days 00:00:57.333000,,
2025,Japanese Grand Prix,Suzuka,TSU,Red Bull Racing,14.0,12.0,0.0,Finished,0 days 00:00:58.401000,,
2025,Japanese Grand Prix,Suzuka,GAS,Alpine,11.0,13.0,0.0,Finished,0 days 00:01:02.122000,,
2025,Japanese Grand Prix,Suzuka,SAI,Williams,15.0,14.0,0.0,Finished,0 days 00:01:14.129000,,
2025,Japanese Grand Prix,Suzuka,DOO,Alpine,19.0,15.0,0.0,Finished,0 days 00:01:21.314000,,
2025,Japanese Grand Prix,Suzuka,HUL,Kick Sauber,16.0,16.0,0.0,Finished,0 days 00:01:21.957000,,
2025,Japanese Grand Prix,Suzuka,LAW,Racing Bulls,13.0,17.0,0.0,Finished,0 days 00:01:22.734000,,
2025,Japanese Grand Prix,Suzuka,OCO,Haas F1 Team,18.0,18.0,0.0,Finished,0 days 00:01:23.438000,,
2025,Japanese Grand Prix,Suzuka,BOR,Kick Sauber,17.0,19.0,0.0,Finished,0 days 00:01:23.897000,,
2025,Japanese Grand Prix,Suzuka,STR,Aston Martin,20.0,20.0,0.0,Lapped,0 days 00:00:12.929000,,
2025,Bahrain Grand Prix,Sakhir,PIA,McLaren,1.0,1.0,25.0,Finished,0 days 01:35:39.435000,,
2025,Bahrain Grand Prix,Sakhir,RUS,Mercedes,3.0,2.0,18.0,Finished,0 days 00:00:15.499000,,
2025,Bahrain Grand Prix,Sakhir,NOR,McLaren,6.0,3.0,15.0,Finished,0 days 00:00:16.273000,,
2025,Bahrain Grand Prix,Sakhir,LEC,Ferrari,2.0,4.0,12.0,Finished,0 days 00:00:19.679000,,
2025,Bahrain Grand Prix,Sakhir,HAM,Ferrari,9.0,5.0,10.0,Finished,0 days 00:00:27.993000,,
2025,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,7.0,6.0,8.0,Finished,0 days 00:00:34.395000,,
2025,Bahrain Grand Prix,Sakhir,GAS,Alpine,4.0,7.0,6.0,Finished,0 days 00:00:36.002000,,
2025,Bahrain Grand Prix,Sakhir,OCO,Haas F1 Team,14.0,8.0,4.0,Finished,0 days 00:00:44.244000,,
2025,Bahrain Grand Prix,Sakhir,TSU,Red Bull Racing,10.0,9.0,2.0,Finished,0 days 00:00:45.061000,,
2025,Bahrain Grand Prix,Sakhir,BEA,Haas F1 Team,20.0,10.0,1.0,Finished,0 days 00:00:47.594000,,
2025,Bahrain Grand Prix,Sakhir,ANT,Mercedes,5.0,11.0,0.0,Finished,0 days 00:00:48.016000,,
2025,Bahrain Grand Prix,Sakhir,ALB,Williams,15.0,12.0,0.0,Finished,0 days 00:00:48.839000,,
2025,Bahrain Grand Prix,Sakhir,HAD,Racing Bulls,12.0,13.0,0.0,Finished,0 days 00:00:56.314000,,
2025,Bahrain Grand Prix,Sakhir,DOO,Alpine,11.0,14.0,0.0,Finished,0 days 00:00:57.806000,,
2025,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,13.0,15.0,0.0,Finished,0 days 00:01:00.340000,,
2025,Bahrain Grand Prix,Sakhir,LAW,Racing Bulls,17.0,16.0,0.0,Finished,0 days 00:01:04.435000,,
2025,Bahrain Grand Prix,Sakhir,STR,Aston Martin,19.0,17.0,0.0,Finished,0 days 00:01:05.489000,,
2025,Bahrain Grand Prix,Sakhir,BOR,Kick Sauber,18.0,18.0,0.0,Finished,0 days 00:01:06.872000,,
2025,Bahrain Grand Prix,Sakhir,SAI,Williams,8.0,19.0,0.0,Retired,,,
2025,Bahrain Grand Prix,Sakhir,HUL,Kick Sauber,16.0,20.0,0.0,Disqualified,,,
2025,Saudi Arabian Grand Prix,Jeddah,PIA,McLaren,2.0,1.0,25.0,Finished,0 days 01:21:06.758000,,
2025,Saudi Arabian Grand Prix,Jeddah,VER,Red Bull Racing,1.0,2.0,18.0,Finished,0 days 00:00:02.843000,,
2025,Saudi Arabian Grand Prix,Jeddah,LEC,Ferrari,4.0,3.0,15.0,Finished,0 days 00:00:08.104000,,
2025,Saudi Arabian Grand Prix,Jeddah,NOR,McLaren,10.0,4.0,12.0,Finished,0 days 00:00:09.196000,,
2025,Saudi Arabian Grand Prix,Jeddah,RUS,Mercedes,3.0,5.0,10.0,Finished,0 days 00:00:27.236000,,
2025,Saudi Arabian Grand Prix,Jeddah,ANT,Mercedes,5.0,6.0,8.0,Finished,0 days 00:00:34.688000,,
2025,Saudi Arabian Grand Prix,Jeddah,HAM,Ferrari,7.0,7.0,6.0,Finished,0 days 00:00:39.073000,,
2025,Saudi Arabian Grand Prix,Jeddah,SAI,Williams,6.0,8.0,4.0,Finished,0 days 00:01:04.630000,,
2025,Saudi Arabian Grand Prix,Jeddah,ALB,Williams,11.0,9.0,2.0,Finished,0 days 00:01:06.515000,,
